Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,geometry
Kavitark Ram Shriram,2.5,United States,"venture capital, Google",1249,64.0,"Menlo Park, California",United States,Married,2.0,"Bachelor of Arts/Science, University of Madras",True,POINT (-122.1779927 37.4519671)
André Street,2.5,Brazil,fintech,1249,37.0,Brazil,Brazil,Married,,"Bachelor of Arts/Economics, Fundacao Getulio Vargas; Certificate, Harvard Business School",True,POINT (-53.2 -10.3333333)
Sun Mengquan & family,2.5,China,edible oil,1249,71.0,"Yantai, China",China,,,,True,POINT (121.4425255 37.461928)
Daniel Sundheim,2.5,United States,hedge funds,1249,44.0,"New York, New York",United States,Married,,,True,POINT (-74.00601519999999 40.7127281)
Torsten Toeller,2.5,Germany,pet food,1249,55.0,"Krefeld, Germany",Germany,Married,,,True,POINT (6.5623343 51.3331205)
Peter Unger,2.5,Germany,auto repair,1249,76.0,"Neustadt an der Waldnaab, Germany",Germany,Married,2.0,,True,POINT (12.1732938 49.7314121)
Wang Wenmo,2.5,China,sports apparel,1249,64.0,"Quanzhou, China",China,,,,True,POINT (118.6723605 24.8755492)
Xie Juhua & family,2.5,China,pharmaceuticals,1249,70.0,"Nanjing, China",China,Widowed,,,False,POINT (118.7916458 32.0609736)
Xu Shaochun,2.5,China,software,1249,58.0,"Shenzhen, China",China,,,,True,POINT (114.0543297 22.555454)
Eddie & Sol Zakay,2.5,United Kingdom,real estate,1249,,"Monaco, Monaco",United Kingdom,Married,,,True,POINT (7.4276832 43.7323492)
Zhao Tao,2.5,Singapore,pharmaceuticals,1249,55.0,"Xi'an, China",Singapore,Married,,"Master of Business Administration, Fordham University",False,POINT (108.9352154 34.3430507)
Michael Ashley,2.4,United Kingdom,sports retailing,1299,56.0,"Hertfordshire, United Kingdom",United Kingdom,Divorced,,,True,POINT (-0.0978552 51.8400523)
Yvonne Bauer,2.4,Germany,media,1299,44.0,"Hamburg, Germany",Germany,Married,,,False,POINT (10.000654 53.550341)
Alberto Bombassei,2.4,Italy,automotive brakes,1299,80.0,"Bergamo, Italy",Italy,Married,2.0,,False,POINT (9.7542192 45.7566557)
Richard Chandler,2.4,New Zealand,investments,1299,62.0,"Singapore, Singapore",New Zealand,Married,,,False,POINT (103.8194992 1.357107)
David Chen,2.4,Singapore,online games,1299,40.0,"Singapore, Singapore",Singapore,,,"Bachelor of Science, National University of Singapore",True,POINT (103.8194992 1.357107)
Chen Jinxia,2.4,China,investments,1299,53.0,"Shanghai, China",China,Widowed,,"Bachelor of Arts/Science, Shanghai University of Finance and Economics",False,POINT (121.4692071 31.2322758)
Chen Xiao Ying,2.4,China,health information,1299,58.0,"Hong Kong, Hong Kong",China,,,,True,POINT (114.1628131 22.2793278)
Chen Xueli,2.4,China,pharmaceuticals,1299,69.0,"Weihai, China",China,,,,True,POINT (122.1152599 37.5120997)
Kiat Chiaravanont,2.4,Thailand,diversified,1299,,"Hong Kong, Hong Kong",Thailand,,,,False,POINT (114.1628131 22.2793278)
Todd Christopher,2.4,United States,hair care products,1299,58.0,"Clearwater, Florida",United States,Married,,,True,POINT (-82.8001026 27.9658533)
Mark Coombs,2.4,United Kingdom,finance,1299,60.0,"London, United Kingdom",United Kingdom,,,,True,POINT (-0.1276474 51.5073219)
Luigi Cremonini & family,2.4,Italy,meat processing,1299,82.0,"Modena, Italy",Italy,Married,4.0,,True,POINT (10.9359609 44.5384728)
Smita Crishna-Godrej,2.4,India,consumer goods,1299,70.0,"Mumbai, India",India,Married,2.0,,False,POINT (72.8773928 19.0759899)
Dai Lizhong,2.4,China,medical testing,1299,52.0,"Changsha, China",China,,,"Master of Science, Peking University; Ph.D, Princeton University",True,POINT (112.9335861 28.2302056)
Eduardo de Pontes,2.4,Brazil,payments processing,1299,41.0,"Rio de Janeiro, Brazil",Brazil,Married,,,True,POINT (-43.2093727 -22.9110137)
Chetan Dube,2.4,United States,technology,1299,55.0,"New York, New York",United States,,,"Bachelor of Science, Indian Institute of Technology Delhi",True,POINT (-74.00601519999999 40.7127281)
Stephen Feinberg,2.4,United States,private equity,1299,61.0,"New York, New York",United States,Married,3.0,"Bachelor of Arts/Science, Princeton University",True,POINT (-74.00601519999999 40.7127281)
Abhay Firodia,2.4,India,automobiles,1299,76.0,"Pune, India",India,Married,4.0,,False,POINT (73.8544541 18.521428)
Fu Mingkang & family,2.4,China,manufacturing,1299,58.0,"Ningbo, China",China,Married,,,True,POINT (121.6203873 29.8622194)
Gao Jifan & family,2.4,China,solar equipment,1299,56.0,"Changzhou, China",China,Married,,"Master of Science, Jilin University; Bachelor of Science, Nanjing University",True,POINT (119.9691539 31.8122623)
Geng Jianming,2.4,China,real estate,1299,58.0,"Langfang, China",China,Married,1.0,"Master of Business Administration, Nanyang Technology University; Bachelor of Arts/Science, North China Institute of Astronautic Engineering",True,POINT (116.6997446 39.5128345)
Sebastian Glaser,2.4,Germany,sensor technology,1299,,"Munich, Germany",Germany,,,,False,POINT (11.5753822 48.1371079)
Adi Godrej,2.4,India,consumer goods,1299,79.0,"Mumbai, India",India,Widowed,3.0,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",False,POINT (72.8773928 19.0759899)
Jamshyd Godrej,2.4,India,consumer goods,1299,72.0,"Mumbai, India",India,Married,2.0,"Bachelor of Science in Engineering, Illinois Institute of Technology",False,POINT (72.8773928 19.0759899)
Nadir Godrej,2.4,India,consumer goods,1299,70.0,"Mumbai, India",India,Married,3.0,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Massachusetts Institute of Technology; Master of Science in Engineering, Stanford University",False,POINT (72.8773928 19.0759899)
Philip & Cristina Green,2.4,United Kingdom,fashion retail,1299,69.0,"London, United Kingdom",United Kingdom,Married,2.0,,True,POINT (-0.1276474 51.5073219)
Lawrence Ho,2.4,Hong Kong,casinos,1299,44.0,"Hong Kong, Hong Kong",Hong Kong,Married,1.0,"Bachelor of Arts/Science, University of Toronto",False,POINT (114.1628131 22.2793278)
Donald Horton,2.4,United States,homebuilding,1299,71.0,"Fort Worth, Texas",United States,Married,2.0,"Bachelor of Arts/Science, University of Central Arkansas",True,POINT (-97.33274590000001 32.753177)
Douglas Hsu,2.4,Taiwan,diversified,1299,78.0,"Taipei, Taiwan",Taiwan,Married,3.0,"Bachelor of Arts/Science, Notre Dame University; Master of Arts, Notre Dame University",False,POINT (121.5636796 25.0375198)
Koo Kwang-mo,2.4,South Korea,LG,1299,43.0,"Seoul, South Korea",South Korea,Married,,"Bachelor of Arts/Science, Rochester Institute of Technology; Master, Stanford Graduate School of Business",False,POINT (126.9782914 37.5666791)
Jonathan Kwok,2.4,Hong Kong,Real Estate,1299,29.0,"Hong Kong, Hong Kong",Hong Kong,,,"Bachelor of Business Administration, Cornell University",False,POINT (114.1628131 22.2793278)
Luo Yangyong & family,2.4,China,mining,1299,45.0,"Panzhihua, China",China,Married,,,True,POINT (101.7179276 26.5860102)
Gail Miller,2.4,United States,car dealerships,1299,77.0,"Salt Lake City, Utah",United States,Married,5.0,"Drop Out, University of Utah",True,POINT (-111.8867975 40.7596198)
Robert Miller,2.4,United Kingdom,retail,1299,75.0,"Montreal, Canada",Canada,Divorced,2.0,"Bachelor of Arts/Science, Rider University",True,POINT (-73.61036420000001 45.4972159)
Vadim Moshkovich,2.4,Russia,"agriculture, land",1299,54.0,"Moscow, Russia",Russia,Married,3.0,"Bachelor of Arts/Science, Moscow Institute of Radioengineering, Electronics and Automation",True,POINT (37.6174943 55.7504461)
Erwin Franz Mueller,2.4,Germany,drugstores,1299,88.0,"Ulm, Germany",Germany,Married,1.0,,True,POINT (9.993433599999999 48.3974003)
Rishad Naoroji,2.4,India,consumer goods,1299,69.0,"Mumbai, India",India,Single,,"Associate in Arts/Science, Bombay University",False,POINT (72.8773928 19.0759899)
Madhukar Parekh,2.4,India,adhesives,1299,75.0,"Mumbai, India",India,Married,2.0,"Bachelor of Science in Engineering, Bombay University; Master of Science, University of Wisconsin",False,POINT (72.8773928 19.0759899)
Gregorio Perez Companc & family,2.4,Argentina,oil & gas,1299,85.0,"Buenos Aires, Argentina",Argentina,Married,7.0,"Drop Out, High School",True,POINT (-58.4370894 -34.6075682)
Dmitry Pumpyansky,2.4,Russia,steel pipes,1299,57.0,"Yekaterinburg, Russia",Russia,Married,1.0,"Master of Science, Ural State Technical University",True,POINT (60.60825 56.839104)
Austin Russell,2.4,United States,★,1299,26.0,"Los Altos, California",United States,Single,,"Drop Out, Stanford University",True,POINT (-122.116578 37.3790629)
Hussain Sajwani,2.4,United Arab Emirates,real estate,1299,68.0,"Dubai, United Arab Emirates",United Arab Emirates,Married,4.0,"Bachelor of Arts/Science, University of Washington",True,POINT (55.1885387 25.0742823)
Jean Salata,2.4,Chile,finance,1299,55.0,"Hong Kong, Hong Kong",Chile,Married,,"Bachelor of Business Administration, University of Pennsylvania, The Wharton School",True,POINT (114.1628131 22.2793278)
Karin Sartorius-Herbst,2.4,Germany,biopharmaceuticals,1299,,"Northeim, Germany",Germany,,,,False,POINT (9.9972782 51.705401)
Alice Schwartz,2.4,United States,biotech,1299,94.0,"El Cerrito, California",United States,Widowed,2.0,"Bachelor of Arts/Science, University of California, Berkeley",True,POINT (-122.301411 37.9154056)
Antonio Luiz Seabra,2.4,Brazil,cosmetics,1299,78.0,"London, United Kingdom",Brazil,Married,4.0,,True,POINT (-0.1276474 51.5073219)
Shen Wenrong,2.4,China,steel production,1299,75.0,"Zhangjiagang, China",China,Married,2.0,,True,POINT (120.5514595 31.8782976)
Renate Sick-Glaser,2.4,Germany,sensor technology,1299,,,Germany,,,,False,POINT (10.4234469 51.0834196)
William Stone,2.4,United States,software,1299,66.0,"Naples, Florida",United States,Married,3.0,"Bachelor of Arts/Science, Marquette University",True,POINT (-81.7954666 26.1452817)
Elizabeth Sy,2.4,Philippines,diversified,1299,68.0,"Manila, Philippines",Philippines,,,"Bachelor of Science, Maryknoll College",False,POINT (120.9809674 14.5907332)
Tony Tan Caktiong & family,2.4,Philippines,food,1299,68.0,"Manila, Philippines",Philippines,Married,3.0,,True,POINT (120.9809674 14.5907332)
Tang Jinkui & family,2.4,China,"textiles, petrochemicals",1299,65.0,"Suzhou, China",China,Married,,,True,POINT (120.5810725 31.3016935)
Roman Trotsenko,2.4,Russia,"transport, engineering, real estate",1299,50.0,"Moscow, Russia",Russia,Married,2.0,"Master of Laws, Moscow State University",True,POINT (37.6174943 55.7504461)
Donald Trump,2.4,United States,real estate,1299,74.0,"Palm Beach, Florida",United States,Married,5.0,"Fordham University; Bachelor of Arts/Science, University of Pennsylvania",False,POINT (-80.4494174 26.6279798)
T.Y. Tsai,2.4,Taiwan,finance,1299,68.0,"Taipei, Taiwan",Taiwan,Married,1.0,"EMBA, National Taiwan University; Bachelor of Arts/Science, Tokai University",False,POINT (121.5636796 25.0375198)
John Tyson,2.4,United States,food processing,1299,67.0,"Springdale, Arkansas",United States,Single,2.0,"Bachelor of Arts/Science, Southern Methodist University",False,POINT (-94.12881419999999 36.1867442)
David Wertheim,2.4,Israel,Coca Cola Israel,1299,63.0,Israel,Israel,Married,6.0,,False,POINT (34.8667654 31.5313113)
Xiong Shaoming,2.4,China,e-cigarettes,1299,50.0,"Shenzhen, China",China,,,"Bachelor of Science, Wuhan University of Technology",True,POINT (114.0543297 22.555454)
Yang Jianliang & family,2.4,China,machinery,1299,51.0,"Wuxi, China",China,Married,,,True,POINT (120.3074357 31.4933074)
Michael Ying,2.4,Hong Kong,retail,1299,71.0,"Hong Kong, Hong Kong",Hong Kong,Married,3.0,,True,POINT (114.1628131 22.2793278)
Zhang Ning & family,2.4,Canada,chemicals,1299,47.0,"Shanghai, China",Canada,,,,True,POINT (121.4692071 31.2322758)
Zhang Zhixiang,2.4,China,steel,1299,54.0,"Beijing, China",China,,,"Doctorate, Zhejiang University of Technology",True,POINT (116.3912757 39.906217)
Zhao Hongfei,2.4,China,software,1299,46.0,"Beijing, China",China,,,,True,POINT (116.3912757 39.906217)
Bill and Jean Adderley & family,2.3,United Kingdom,home furnishings,1362,73.0,"Leicester, United Kingdom",United Kingdom,Married,2.0,,True,POINT (-1.1330789 52.6361398)
Bill Alfond,2.3,United States,shoes,1362,72.0,"Boston, Massachusetts",United States,Married,3.0,,False,POINT (-71.0582912 42.3602534)
Susan Alfond,2.3,United States,shoes,1362,75.0,"Scarborough, Maine",United States,,3.0,,False,POINT (-70.33925840000001 43.5902122)
Ted Alfond,2.3,United States,shoes,1362,76.0,"Weston, Massachusetts",United States,Married,3.0,,False,POINT (-71.3031132 42.3667625)
Carlos Ardila Lülle,2.3,Colombia,"soft drinks, diversified",1362,90.0,"Bogota, Colombia",Colombia,Married,,"Bachelor of Engineering, Universidad Nacional de Colombia",True,POINT (-74.083652 4.6533326)
Semahat Sevim Arsel,2.3,Turkey,diversified,1362,92.0,"Istanbul, Turkey",Turkey,Married,,,False,POINT (28.9651646 41.0096334)
Sezai Bacaksiz,2.3,Turkey,diversified,1362,71.0,"Ankara, Turkey",Turkey,Married,2.0,,True,POINT (32.8540412 39.9207893)
Suhail Bahwan,2.3,Oman,diversified,1362,82.0,"Muscat, Oman",Oman,Married,15.0,,True,POINT (58.3829448 23.5882019)
Bang Jun-hyuk,2.3,South Korea,online gaming,1362,52.0,"Seoul, South Korea",South Korea,Married,3.0,,True,POINT (126.9782914 37.5666791)
Bang Shi-hyuk,2.3,South Korea,entertainment,1362,48.0,"Seoul, South Korea",South Korea,Single,,,True,POINT (126.9782914 37.5666791)
Anand Burman,2.3,India,consumer goods,1362,69.0,"New Delhi, India",India,Married,2.0,"Bachelor of Arts / Science, University of Kansas",False,POINT (77.20900570000001 28.6138954)
Cao Longxiang & family,2.3,China,pharmaceuticals,1362,63.0,"Taixing, China",China,Married,,,True,POINT (120.0160999 32.1696072)
Vanich Chaiyawan,2.3,Thailand,"insurance, beverages",1362,89.0,"Bangkok, Thailand",Thailand,Married,8.0,,True,POINT (100.4930399 13.7544238)
Chen Zhisong,2.3,China,communication equipment,1362,55.0,"Xiamen, China",China,,,"Bachelor of Arts/Science, Xiamen University",True,POINT (118.0853479 24.4801069)
Jim Coulter,2.3,United States,private equity,1362,61.0,"San Francisco, California",United States,Married,3.0,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Stanford University",True,POINT (-122.419906 37.7790262)
"Edward DeBartolo, Jr.",2.3,United States,shopping centers,1362,74.0,"Tampa, Florida",United States,Married,3.0,"Bachelor of Arts/Science, Notre Dame University",False,POINT (-82.458444 27.9477595)
Maria Del Pino,2.3,Spain,construction,1362,65.0,"Madrid, Spain",Spain,Married,3.0,"Bachelor of Arts/Science, IESE Business School",False,POINT (-3.7035825 40.4167047)
Deng Yingzhong,2.3,China,paper,1362,70.0,"Zhongshan, China",China,,,,True,POINT (113.3656141 22.5213807)
Bob Ell,2.3,Australia,real estate,1362,76.0,"Surfers Paradise, Australia",Australia,Married,5.0,,True,POINT (153.4285306 -28.0068547)
Sandeep Engineer,2.3,India,plastic pipes,1362,59.0,"Ahmedabad, India",India,Married,2.0,,True,POINT (72.5797068 23.0216238)
Fong Yun Wah,2.3,Hong Kong,real estate,1362,96.0,"Hong Kong, Hong Kong",Hong Kong,Widowed,8.0,,False,POINT (114.1628131 22.2793278)
Lindsay Fox,2.3,Australia,"logistics, real estate",1362,84.0,"Melbourne, Australia",Australia,Married,5.0,,True,POINT (144.960964 -37.8077694)
Mario Germano Giuliani,2.3,Switzerland,pharmaceuticals,1362,49.0,"Monaco, Monaco",Switzerland,Married,,"Bachelor of Arts/Economics, Catholic University of the Sacred Heart",False,POINT (7.4276832 43.7323492)
Harsh Goenka,2.3,India,diversified,1362,63.0,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, Calcutta University; Master of Business Administration, International Institute for Management and Development",False,POINT (72.8773928 19.0759899)
Noam Gottesman,2.3,United States,hedge funds,1362,59.0,"New York, New York",United States,Married,4.0,"Bachelor of Arts/Science, Columbia University",True,POINT (-74.00601519999999 40.7127281)
Joseph Grendys,2.3,United States,poultry processing,1362,59.0,"Chicago, Illinois",United States,Single,,"Bachelor of Arts/Science, Loyola University Chicago",True,POINT (-87.6244212 41.8755616)
Guan Yihong,2.3,China,restaurant,1362,,"Guangzhou, China",China,Married,,,True,POINT (113.2592945 23.1301964)
David Hains,2.3,Australia,Investments,1362,90.0,"Melbourne, Australia",Australia,Widowed,5.0,"Bachelor of Science in Engineering, University of Melbourne",True,POINT (144.960964 -37.8077694)
Michael Hintze,2.3,Australia,investment,1362,67.0,"London, United Kingdom",Australia,Married,4.0,"Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney",True,POINT (-0.1276474 51.5073219)
Stewart Horejsi & family,2.3,United States,Berkshire Hathaway,1362,83.0,"Phoenix, Arizona",United States,Divorced,2.0,,True,POINT (-112.0741417 33.4484367)
Hua Xuande & family,2.3,China,pharmaceuticals,1362,77.0,"Taizhou, China",China,Married,,,True,POINT (121.4163876 28.6581723)
Jared Isaacman,2.3,United States,payment processing,1362,38.0,"Easton, Pennsylvania",United States,Married,,"Bachelor of Arts/Science, Embry-Riddle Aeronautical University",True,POINT (-75.20998659999999 40.6916081)
David Jiang,2.3,China,e-cigarettes,1362,42.0,"Beijing, China",China,,,,True,POINT (116.3912757 39.906217)
Jiang Weiping & family,2.3,China,chemicals,1362,66.0,"Chengdu, China",China,Married,,"Bachelor of Science in Engineering, Xihua University",True,POINT (104.0633717 30.6598628)
Boris Jordan,2.3,United States,cannabis,1362,54.0,"New York, New York",United States,Married,5.0,,True,POINT (-74.00601519999999 40.7127281)
Baba Kalyani,2.3,India,engineering,1362,72.0,"Pune, India",India,Married,1.0,"Master of Science, Massachusetts Institute of Technology",False,POINT (73.8544541 18.521428)
